alumniId,name,normalizedName,description,source,clusterId,embedding
alumni-0661995af4a7,Handry Satriago,handry satriago,,https://github.com/burhansa25/graph,,
alumni-490335e2356e,Happy Asmara,happy asmara,,https://github.com/burhansa25/graph,,
alumni-07faece1e144,Hardi (politician),hardi (politician),,https://github.com/burhansa25/graph,,
alumni-17b5a331c971,Hari Sabarno,hari sabarno,,https://github.com/burhansa25/graph,,
alumni-c6f9134dcfac,Hariadi Paminto Soepangkat,hariadi paminto soepangkat,,https://github.com/burhansa25/graph,,
alumni-34eb14f042b3,Harifin Tumpa,harifin tumpa,,https://github.com/burhansa25/graph,,
alumni-61c1b561d2b9,Haris Azhar,haris azhar,,https://github.com/burhansa25/graph,,
alumni-ea42add74aa9,Haris Sudarno,haris sudarno,,https://github.com/burhansa25/graph,,
alumni-b1d4501a5f32,Harry Setyawan,harry setyawan,,https://github.com/burhansa25/graph,,
alumni-cab7b13890bb,Hartono Rekso Dharsono,hartono rekso dharsono,,https://github.com/burhansa25/graph,,
alumni-4ee6e002ca34,Hasan Basri Durin,hasan basri durin,,https://github.com/burhansa25/graph,,
alumni-34aadbad6b97,Hasjrul Harahap,hasjrul harahap,,https://github.com/burhansa25/graph,,
alumni-c9d69ca3f66a,Hassanudin,hassanudin,,https://github.com/burhansa25/graph,,
alumni-f8f7aae5e898,Hassanudin,hassanudin,,https://github.com/burhansa25/graph,,
alumni-7f9fc9e1df14,Hasto Wardoyo,hasto wardoyo,,https://github.com/burhansa25/graph,,
alumni-f8f6dad465e5,Helmi Hasan,helmi hasan,,https://github.com/burhansa25/graph,,
alumni-88dd5b9edffc,Helmi Johannes,helmi johannes,,https://github.com/burhansa25/graph,,
alumni-36aa15127964,Hendra Gunawan,hendra gunawan,,https://github.com/burhansa25/graph,,
alumni-1df3009caeb9,Hendra Halim,hendra halim,,https://github.com/burhansa25/graph,,
alumni-c0eb3894ccb1,Hendrar Prihadi,hendrar prihadi,,https://github.com/burhansa25/graph,,
alumni-db8dd1e700c0,Hendrar Prihadi,hendrar prihadi,,https://github.com/burhansa25/graph,,
alumni-05a4239b905e,Herdiat Sunarya,herdiat sunarya,,https://github.com/burhansa25/graph,,
alumni-88f8e640fec9,Heri Hermansyah,heri hermansyah,,https://github.com/burhansa25/graph,,
alumni-59279cea45fc,Herling Laoh,herling laoh,,https://github.com/burhansa25/graph,,
alumni-f74cf8087d8f,Herman Abdullah,herman abdullah,,https://github.com/burhansa25/graph,,
alumni-e3c6419fb334,Hermono,hermono,,https://github.com/burhansa25/graph,,
alumni-14dd29e3dd10,Hexana Tri Sasongko,hexana tri sasongko,,https://github.com/burhansa25/graph,,
alumni-19febd99226d,Hidayat Nur Wahid,hidayat nur wahid,,https://github.com/burhansa25/graph,,
alumni-e568b27b439e,Himawan Sutanto,himawan sutanto,,https://github.com/burhansa25/graph,,
alumni-2f6a199e2ddd,Hinsa Siburian,hinsa siburian,,https://github.com/burhansa25/graph,,
alumni-7296cba7dd2e,Hotma Sitompul,hotma sitompul,,https://github.com/burhansa25/graph,,
alumni-ba51c9cfa1b6,Hotman Paris Hutapea,hotman paris hutapea,,https://github.com/burhansa25/graph,,
alumni-d58639c8d09a,Hotman Paris Hutapea,hotman paris hutapea,,https://github.com/burhansa25/graph,,
alumni-d8467ca04365,Husein Mutahar,husein mutahar,,https://github.com/burhansa25/graph,,
alumni-6f360e8381ed,I Gede Ngurah Patriana Krisna,i gede ngurah patriana krisna,,https://github.com/burhansa25/graph,,
alumni-db4098f726a1,I Gede Ngurah Patriana Krisna,i gede ngurah patriana krisna,,https://github.com/burhansa25/graph,,
alumni-ce2103634e3f,I Gede Ngurah Swajaya,i gede ngurah swajaya,,https://github.com/burhansa25/graph,,
alumni-a0387ea162a5,I Gede Wenten,i gede wenten,,https://github.com/burhansa25/graph,,
alumni-fde1dd9256eb,I Gusti Ayu Bintang Darmawati,i gusti ayu bintang darmawati,,https://github.com/burhansa25/graph,,
alumni-bf52d137b1c2,I Gusti Kompyang Manila,i gusti kompyang manila,,https://github.com/burhansa25/graph,,
alumni-3fd0a12a0577,I Gusti Ngurah Jaya Negara,i gusti ngurah jaya negara,,https://github.com/burhansa25/graph,,
alumni-16578d5bd980,I Gusti Putu Parwata,i gusti putu parwata,,https://github.com/burhansa25/graph,,
alumni-b1c4345b5d4a,I Komang Gede Sanjaya,i komang gede sanjaya,,https://github.com/burhansa25/graph,,
alumni-4dd4a931eeaf,I Made Agus Mahayastra,i made agus mahayastra,,https://github.com/burhansa25/graph,,
alumni-21a5d40c8e07,I Nyoman Sutjidra,i nyoman sutjidra,,https://github.com/burhansa25/graph,,
alumni-0bd7552d9237,I Wayan Diar,i wayan diar,,https://github.com/burhansa25/graph,,
alumni-da73aebc9d8f,I Wayan Disel Astawa,i wayan disel astawa,,https://github.com/burhansa25/graph,,
alumni-09fb054c5c34,I Wayan Koster,i wayan koster,,https://github.com/burhansa25/graph,,
alumni-199b2d8f27e8,I Wayan Koster,i wayan koster,,https://github.com/burhansa25/graph,,
alumni-e9e7fc817f24,I Wayan Koster,i wayan koster,,https://github.com/burhansa25/graph,,
alumni-6f27cbf1eb84,I Wayan Pandu Prapanca Lagosa,i wayan pandu prapanca lagosa,,https://github.com/burhansa25/graph,,
alumni-0c1e8d6bbc1f,Ibnu Said,ibnu said,,https://github.com/burhansa25/graph,,
alumni-a2ed2ca079ae,Ibnu Wahyutomo,ibnu wahyutomo,,https://github.com/burhansa25/graph,,
alumni-f714ac9ad39d,Ichlasul Amal,ichlasul amal,,https://github.com/burhansa25/graph,,
alumni-6fa17fe853ae,Ida Bagus Oka,ida bagus oka,,https://github.com/burhansa25/graph,,
alumni-b62fa4fb4bcf,Ida Bagus Rai Mantra,ida bagus rai mantra,,https://github.com/burhansa25/graph,,
alumni-41c99bb0c529,Ida Fauziyah,ida fauziyah,,https://github.com/burhansa25/graph,,
alumni-af6762090b2a,Idrus Marham,idrus marham,,https://github.com/burhansa25/graph,,
alumni-a2f2d64906bc,Ifa Isfansyah,ifa isfansyah,,https://github.com/burhansa25/graph,,
alumni-d00fc82a7163,Ignasius Jonan,ignasius jonan,,https://github.com/burhansa25/graph,,
alumni-5a6dab7870f6,Imam B. Prasodjo,imam b. prasodjo,,https://en.wikipedia.org/wiki/Imam_Prasodjo,,
alumni-af81e5462352,Imdaad Hamid,imdaad hamid,,https://github.com/burhansa25/graph,,
alumni-20a2e6107bf4,Imron Cotan,imron cotan,,https://github.com/burhansa25/graph,,
alumni-3ce4051eb317,Indira Chunda Thita Syahrul,indira chunda thita syahrul,,https://github.com/burhansa25/graph,,
alumni-23d441a2b746,Indra Yasin,indra yasin,,https://github.com/burhansa25/graph,,
alumni-3e2f7926dcbf,Indrieffouny Indra,indrieffouny indra,,https://github.com/burhansa25/graph,,
alumni-54cc58610ca2,Indrieffouny Indra,indrieffouny indra,,https://github.com/burhansa25/graph,,
alumni-9eabffb4fa40,Indro (comedian),indro (comedian),,https://github.com/burhansa25/graph,,
alumni-1275bd07c855,Indroyono Soesilo,indroyono soesilo,,https://github.com/burhansa25/graph,,
alumni-28fe3bdb1d7a,Intan Aletrino,intan aletrino,,https://github.com/burhansa25/graph,,
alumni-8612014e915d,Iping Supriana,iping supriana,,https://github.com/burhansa25/graph,,
alumni-266d06aa90f9,Iqbal Assegaf,iqbal assegaf,,https://github.com/burhansa25/graph,,
alumni-6072b8d47317,Iriana,iriana,,https://github.com/burhansa25/graph,,
alumni-5ef58501f3a6,Irman Gusman,irman gusman,,https://github.com/burhansa25/graph,,
alumni-81d9319ae764,Irna Narulita,irna narulita,,https://github.com/burhansa25/graph,,
alumni-6fca27732fd5,Irwan Prayitno,irwan prayitno,,https://en.wikipedia.org/wiki/Irwan_Prayitno,,
alumni-3da2a5e0a7f9,Iskandar Alisjahbana,iskandar alisjahbana,,https://github.com/burhansa25/graph,,
alumni-5b9d6a946827,Isran Noor,isran noor,,https://github.com/burhansa25/graph,,
alumni-e94a6db4f835,Iti Octavia Jayabaya,iti octavia jayabaya,,https://github.com/burhansa25/graph,,
alumni-09d94215f57d,Iwa Karniwa,iwa karniwa,,https://github.com/burhansa25/graph,,
alumni-327bca5a15e8,Iwan Syahril,iwan syahril,,https://github.com/burhansa25/graph,,
alumni-413fed9cae2c,Jajah Koswara,jajah koswara,,https://github.com/burhansa25/graph,,
alumni-f820b7822267,Jakob Oetama,jakob oetama,,https://github.com/burhansa25/graph,,
alumni-f7157e869492,Jan Samuel Maringka,jan samuel maringka,,https://github.com/burhansa25/graph,,
alumni-451d82005c3c,Jefri Riwu Kore,jefri riwu kore,,https://github.com/burhansa25/graph,,
alumni-8a3734383a04,Jefri Riwu Kore,jefri riwu kore,,https://github.com/burhansa25/graph,,
alumni-b946f78d8692,Jeje Zaenudin,jeje zaenudin,,https://github.com/burhansa25/graph,,
alumni-e28d3faf9988,Jennifer Robinson (lawyer),jennifer robinson (lawyer),,https://github.com/burhansa25/graph,,
alumni-d034e6a02744,Jero Wacik,jero wacik,,https://github.com/burhansa25/graph,,
alumni-8ef52ac6fdb3,Jesica Fitriana,jesica fitriana,,https://github.com/burhansa25/graph,,
alumni-15598ad35527,Jihan Nurlela,jihan nurlela,,https://github.com/burhansa25/graph,,
alumni-82596b88a4f2,Jihan Nurlela,jihan nurlela,,https://github.com/burhansa25/graph,,
alumni-a61783281bb2,Jihan Nurlela,jihan nurlela,,https://github.com/burhansa25/graph,,
alumni-701139c7e9f1,John Pangkey,john pangkey,,https://github.com/burhansa25/graph,,
alumni-41f3494a4309,John Siffy Mirin,john siffy mirin,,https://github.com/burhansa25/graph,,
alumni-7d1cfec393d5,Johnny G. Plate,johnny g. plate,,https://github.com/burhansa25/graph,,
alumni-b8f2e7da7c39,Joko Anwar,joko anwar,,https://github.com/burhansa25/graph,,
alumni-f5fbe0fc78dd,Joko Widodo,joko widodo,,https://github.com/burhansa25/graph,,
alumni-ea9b782ba17e,Judha Nugraha,judha nugraha,,https://github.com/burhansa25/graph,,
alumni-a75dab7b5750,Juliarti Rahayu Gunawan,juliarti rahayu gunawan,,https://github.com/burhansa25/graph,,
alumni-0a9e52cb7436,Junus Effendi Habibie,junus effendi habibie,,https://github.com/burhansa25/graph,,
alumni-f3860930d2b9,Juwono Sudarsono,juwono sudarsono,,https://en.wikipedia.org/wiki/Juwono_Sudarsono,,
alumni-7338650d6c20,Kadarsah Suryadi,kadarsah suryadi,,https://github.com/burhansa25/graph,,
alumni-b76faf3120a1,Kalatiku Paembonan,kalatiku paembonan,,https://github.com/burhansa25/graph,,
alumni-055afc9614d2,Karel Sesa,karel sesa,,https://github.com/burhansa25/graph,,
alumni-563751bc1afd,Karel Sesa,karel sesa,,https://github.com/burhansa25/graph,,
alumni-9f0e7beb9d30,Karen Agustiawan,karen agustiawan,,https://github.com/burhansa25/graph,,
alumni-13a4921f0821,Karlina Leksono Supelli,karlina leksono supelli,,https://github.com/burhansa25/graph,,
alumni-9188d1f0bb76,Karolin Margret Natasa,karolin margret natasa,,https://github.com/burhansa25/graph,,
alumni-34c1a920986a,Kartika Candra Negara,kartika candra negara,,https://github.com/burhansa25/graph,,
alumni-58542c6f9650,Kasmarni,kasmarni,,https://github.com/burhansa25/graph,,
alumni-5afbc612f65d,Ken Dwijugiasteadi,ken dwijugiasteadi,,https://github.com/burhansa25/graph,,
alumni-876de6d2e687,Kevin Lilliana,kevin lilliana,,https://github.com/burhansa25/graph,,
alumni-238557529084,Kezia Warouw,kezia warouw,,https://github.com/burhansa25/graph,,
alumni-055a9bfafc20,Khairul Munadi,khairul munadi,,https://github.com/burhansa25/graph,,
alumni-c29e224547cd,Khofifah Indar Parawansa,khofifah indar parawansa,,https://github.com/burhansa25/graph,,
alumni-18223247106a,Komarudin,komarudin,,https://github.com/burhansa25/graph,,
alumni-d72629d6500d,Komarudin,komarudin,,https://github.com/burhansa25/graph,,
alumni-051aa9fcab32,Krismadinata,krismadinata,,https://github.com/burhansa25/graph,,
alumni-ba9de80e77b8,Krismadinata,krismadinata,,https://github.com/burhansa25/graph,,
alumni-906f15a273da,Kristiarto Legowo,kristiarto legowo,,https://github.com/burhansa25/graph,,
alumni-cd0940255175,Kun Wardana Abyoto,kun wardana abyoto,,https://github.com/burhansa25/graph,,
alumni-f2f5b6b0cb71,Kun Wardana Abyoto,kun wardana abyoto,,https://github.com/burhansa25/graph,,
alumni-17ff58df6cc0,Kuncoro Giri Waseso,kuncoro giri waseso,,https://github.com/burhansa25/graph,,
alumni-74490dd774b0,Kuntoro Mangkusubroto,kuntoro mangkusubroto,,https://github.com/burhansa25/graph,,
alumni-33b4342db79e,Kusmardiono,kusmardiono,,https://github.com/burhansa25/graph,,
alumni-90032da23fa3,Kusmayanto Kadiman,kusmayanto kadiman,,https://github.com/burhansa25/graph,,
alumni-55fad8c3c614,Kustiyah,kustiyah,,https://github.com/burhansa25/graph,,
alumni-9d2203aa2be2,La Nyalla Mattalitti,la nyalla mattalitti,,https://github.com/burhansa25/graph,,
alumni-7579ee566040,Laksamana Sukardi,laksamana sukardi,,https://github.com/burhansa25/graph,,
alumni-1ead16c236bf,Lalu Muhamad Iqbal,lalu muhamad iqbal,,https://github.com/burhansa25/graph,,
alumni-28f3e02e9b3e,Lalu Muhamad Iqbal,lalu muhamad iqbal,,https://github.com/burhansa25/graph,,
alumni-b12dd490bf22,Laura Basuki,laura basuki,,https://github.com/burhansa25/graph,,
alumni-8c7f5993e1ba,Laurentius Amrih Jinangkung,laurentius amrih jinangkung,,https://github.com/burhansa25/graph,,
alumni-2abcf1b45a46,Lesik Kati Ara,lesik kati ara,,https://github.com/burhansa25/graph,,
alumni-32aaab836af0,Lilies Handayani,lilies handayani,,https://github.com/burhansa25/graph,,
alumni-08d18f2cae64,Lilik Hendrajaya,lilik hendrajaya,,https://github.com/burhansa25/graph,,
alumni-2802f511b268,Lily Estelita Liana,lily estelita liana,,https://github.com/burhansa25/graph,,
alumni-4ac4a4b40d9f,Lily Yulianti Farid,lily yulianti farid,,https://github.com/burhansa25/graph,,
alumni-9ee3874f30d1,Listiana Operananta,listiana operananta,,https://github.com/burhansa25/graph,,
alumni-5dfe3bcdfeda,Listyo Sigit Prabowo,listyo sigit prabowo,,https://en.wikipedia.org/wiki/Listyo_Sigit_Prabowo,,
alumni-ddeba69b2db9,Lodewijk Freidrich Paulus,lodewijk freidrich paulus,,https://github.com/burhansa25/graph,,
alumni-17398670cd53,Lolo Soetoro,lolo soetoro,,https://github.com/burhansa25/graph,,
alumni-709a50d7e196,Longki Djanggola,longki djanggola,,https://github.com/burhansa25/graph,,
alumni-2b6f1d506edf,Longuinhos Monteiro,longuinhos monteiro,,https://github.com/burhansa25/graph,,
alumni-90fa679368f5,Luhut Binsar Pandjaitan,luhut binsar pandjaitan,,https://github.com/burhansa25/graph,,
alumni-f2c7b065f2d9,Lukas Enembe,lukas enembe,,https://github.com/burhansa25/graph,,
alumni-aecaf07c33ce,Lukman Hakim Siregar,lukman hakim siregar,,https://github.com/burhansa25/graph,,
alumni-9e88f651b870,Lutfi Rauf,lutfi rauf,,https://github.com/burhansa25/graph,,
alumni-1f76a7625fdc,M. Rozy Munir,m. rozy munir,,https://en.wikipedia.org/wiki/Rozy_Munir,,
alumni-dd77ce54fc89,Ma'ana Hasnuty,ma'ana hasnuty,,https://github.com/burhansa25/graph,,
alumni-327e2af9bbbb,Made Sri Satyawati,made sri satyawati,,https://github.com/burhansa25/graph,,
alumni-4e2395cd8e69,Mahfud MD,mahfud md,,https://en.wikipedia.org/wiki/Mahfud_MD,,
alumni-b5d5062e8b70,Mahmud Sudibandriyo,mahmud sudibandriyo,,https://github.com/burhansa25/graph,,
alumni-8179926809d8,Mahyeldi Ansharullah,mahyeldi ansharullah,,https://github.com/burhansa25/graph,,
alumni-98ee4487615a,Makarim Wibisono,makarim wibisono,,https://github.com/burhansa25/graph,,
alumni-e020a3fe4b0f,Manahan Sitompul,manahan sitompul,,https://github.com/burhansa25/graph,,
alumni-7eeaead018ea,Mananti Sitompul,mananti sitompul,,https://github.com/burhansa25/graph,,
alumni-8b312417caf6,Marcellino Lefrandt,marcellino lefrandt,,https://github.com/burhansa25/graph,,
alumni-4b4a02db5ca2,Marga T,marga t,,https://github.com/burhansa25/graph,,
alumni-583fa6992dcf,Maria Farida Indrati,maria farida indrati,,https://en.wikipedia.org/wiki/Maria_Farida_Indrati,,
alumni-491695aafed9,Maria Harfanti,maria harfanti,,https://github.com/burhansa25/graph,,
alumni-1a565aa84069,Mariam Abdul Rashid,mariam abdul rashid,,https://github.com/burhansa25/graph,,
alumni-f92ea0df17ee,Marianne Katoppo,marianne katoppo,,https://github.com/burhansa25/graph,,
alumni-771f4e8ba073,Mariano Sabino Lopes,mariano sabino lopes,,https://github.com/burhansa25/graph,,
alumni-b0072ff1d0ff,Mario Teguh,mario teguh,,https://github.com/burhansa25/graph,,
alumni-b0378c9884ed,Marisa Sartika Maladewi,marisa sartika maladewi,,https://github.com/burhansa25/graph,,
alumni-9dd210896ac2,Marissa Anita,marissa anita,,https://github.com/burhansa25/graph,,
alumni-0f1aeeda9a2f,Marissa Haque,marissa haque,,https://github.com/burhansa25/graph,,
alumni-1b6e5b153f5f,Marissa Haque,marissa haque,,https://github.com/burhansa25/graph,,
alumni-2a4a15acf5e8,Marissa Haque,marissa haque,,https://github.com/burhansa25/graph,,
alumni-8bc1db4419fd,Marissa Haque,marissa haque,,https://github.com/burhansa25/graph,,
alumni-d8d085d7484a,Marlis Rahman,marlis rahman,,https://en.wikipedia.org/wiki/Marlis_Rahman,,
alumni-fb7c09c68dd3,Marlis Rahman,marlis rahman,,https://en.wikipedia.org/wiki/Marlis_Rahman,,
alumni-21f10ea3711e,Marsudi Wahyu Kisworo,marsudi wahyu kisworo,,https://github.com/burhansa25/graph,,
alumni-ff8ad7eb6a36,Maruarar Sirait,maruarar sirait,,https://github.com/burhansa25/graph,,
alumni-5ffb6ce4e5b2,Maruli Simanjuntak,maruli simanjuntak,,https://github.com/burhansa25/graph,,
alumni-243719d950a3,Maryam March Maharani,maryam march maharani,,https://github.com/burhansa25/graph,,
alumni-1ee86a12a15a,Marzuki Darusman,marzuki darusman,,https://github.com/burhansa25/graph,,
alumni-a4620a16678d,Maulwi Saelan,maulwi saelan,,https://github.com/burhansa25/graph,,
alumni-1b2a1226c18e,Mayerfas,mayerfas,,https://en.wikipedia.org/wiki/Mayerfas,,
alumni-0ae2e9c85e44,Mesir Suryadi,mesir suryadi,,https://github.com/burhansa25/graph,,
alumni-0efc75b925da,Michael Bambang Hartono,michael bambang hartono,,https://github.com/burhansa25/graph,,
alumni-102766b7cbdb,Mirza Nurhidayat,mirza nurhidayat,,https://github.com/burhansa25/graph,,
alumni-081e63e1fba6,Mochtar Apin,mochtar apin,,https://github.com/burhansa25/graph,,
alumni-06df0f1cc57f,Mochtar Kusumaatmadja,mochtar kusumaatmadja,,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja,,
alumni-d57ec60a253a,Mochtar Kusumaatmadja,mochtar kusumaatmadja,,https://en.wikipedia.org/wiki/Mochtar_Kusumaatmadja,,
alumni-dc483a9939d8,Moeldoko,moeldoko,,https://github.com/burhansa25/graph,,
alumni-b37d8af8483a,Mohamad Oemar,mohamad oemar,,https://github.com/burhansa25/graph,,
alumni-e8c8987de9f8,Mohamad Prakosa,mohamad prakosa,,https://github.com/burhansa25/graph,,
alumni-85fd64312ded,Mohamad Tony Harjono,mohamad tony harjono,,https://github.com/burhansa25/graph,,
alumni-faf7c0be1a74,Mohammad Atho' Mudzhar,mohammad atho' mudzhar,,https://github.com/burhansa25/graph,,
alumni-c7a57865672e,Mohammad Kurniadi Koba,mohammad kurniadi koba,,https://github.com/burhansa25/graph,,
alumni-b2c35c25289b,Mohammad Nuh,mohammad nuh,,https://github.com/burhansa25/graph,,
alumni-4f475d3526c2,Mohammad Ruslan,mohammad ruslan,,https://github.com/burhansa25/graph,,
alumni-684d94afd6ce,Mohammad Sadli,mohammad sadli,,https://github.com/burhansa25/graph,,
alumni-e97fd17f1ecc,Mohammed Taufiq Johari,mohammed taufiq johari,,https://github.com/burhansa25/graph,,
alumni-57157ea4192e,Mohd Yadzil Yaakub,mohd yadzil yaakub,,https://github.com/burhansa25/graph,,
alumni-280bf6b3dd11,Monica Khonado,monica khonado,,https://github.com/burhansa25/graph,,
alumni-1f9c6a97188d,Monique Rijkers,monique rijkers,,https://github.com/burhansa25/graph,,
alumni-0c55e8e6a8e7,Mooryati Soedibyo,mooryati soedibyo,,https://github.com/burhansa25/graph,,
alumni-b4b539d6bda5,Mooryati Soedibyo,mooryati soedibyo,,https://github.com/burhansa25/graph,,
alumni-2cf37ecc554d,Muchdi Purwopranjono,muchdi purwopranjono,,https://github.com/burhansa25/graph,,
alumni-ffe743089425,Muchtar Pakpahan,muchtar pakpahan,,https://github.com/burhansa25/graph,,
alumni-17e604a607cf,Muhadjir Effendy,muhadjir effendy,,https://github.com/burhansa25/graph,,
alumni-1841976c4a19,Muhadjir Effendy,muhadjir effendy,,https://github.com/burhansa25/graph,,
alumni-b524f949f6a5,Muhadjir Effendy,muhadjir effendy,,https://github.com/burhansa25/graph,,
alumni-3f83ef713166,Muhaimin Iskandar,muhaimin iskandar,,https://github.com/burhansa25/graph,,
alumni-5ed1d50cf329,Muhammad Alhamid,muhammad alhamid,,https://github.com/burhansa25/graph,,
alumni-cd0197065b17,Muhammad Alhamid,muhammad alhamid,,https://github.com/burhansa25/graph,,
alumni-580ec5876302,Muhammad Alim,muhammad alim,,https://github.com/burhansa25/graph,,
alumni-d437340fdcd9,Muhammad Anis,muhammad anis,,https://en.wikipedia.org/wiki/Muhammad_Anis,,
alumni-2346f8828376,Muhammad Chatib Basri,muhammad chatib basri,,https://en.wikipedia.org/wiki/Chatib_Basri,,
alumni-ee90213b5a24,Muhammad Fadjar Churniawan,muhammad fadjar churniawan,,https://github.com/burhansa25/graph,,
alumni-f129fb694ed6,Muhammad Fadjar Churniawan,muhammad fadjar churniawan,,https://github.com/burhansa25/graph,,
alumni-d40ffd691980,Muhammad Herindra,muhammad herindra,,https://github.com/burhansa25/graph,,
alumni-5b19800825de,Muhammad Khan (actor),muhammad khan (actor),,https://github.com/burhansa25/graph,,
alumni-873c71c5d99e,Muhammad Madyan,muhammad madyan,,https://github.com/burhansa25/graph,,
alumni-9e16b63548d8,Muhammad Madyan,muhammad madyan,,https://github.com/burhansa25/graph,,
alumni-dd8eef53b227,Muhammad Muchlas Rowi,muhammad muchlas rowi,,https://github.com/burhansa25/graph,,
alumni-a82ad79f2502,Muhammad Najib,muhammad najib,,https://en.wikipedia.org/wiki/Muhammad_Najib,,
alumni-c1f40f6d514f,Muhammad Najib,muhammad najib,,https://en.wikipedia.org/wiki/Muhammad_Najib,,
alumni-d4565e639e68,Muhammad Najib,muhammad najib,,https://en.wikipedia.org/wiki/Muhammad_Najib,,
alumni-8caf016c2adc,Muhammad Prakosa,muhammad prakosa,,https://github.com/burhansa25/graph,,
alumni-34dab6a97ac5,Muhammad Romahurmuziy,muhammad romahurmuziy,,https://github.com/burhansa25/graph,,
alumni-fc58a561cab7,Muhanto A. Q.,muhanto a. q.,,https://github.com/burhansa25/graph,,
alumni-6cef4c0fa226,Muharlion,muharlion,,https://github.com/burhansa25/graph,,
alumni-39572b71c592,Muharuddin,muharuddin,,https://github.com/burhansa25/graph,,
alumni-f62dbfc7fa8a,Muhsin Syihab,muhsin syihab,,https://github.com/burhansa25/graph,,
alumni-0b6429a638f8,Mukhtarudin,mukhtarudin,,https://github.com/burhansa25/graph,,
alumni-f53ee9cdfe3d,Muladi (politician),muladi (politician),,https://github.com/burhansa25/graph,,
alumni-f865feeac4bf,Munir Said Thalib,munir said thalib,,https://github.com/burhansa25/graph,,
alumni-202798c439b6,Musa Rajekshah,musa rajekshah,,https://github.com/burhansa25/graph,,
alumni-5682d1c63a5a,Musliar Kasim,musliar kasim,,https://github.com/burhansa25/graph,,
alumni-73443a68de90,Musliar Kasim,musliar kasim,,https://github.com/burhansa25/graph,,
alumni-7e4f412b1131,Musliar Kasim,musliar kasim,,https://github.com/burhansa25/graph,,
alumni-fa583082db24,Mustafa Abubakar,mustafa abubakar,,https://github.com/burhansa25/graph,,
alumni-34b0eddf0b25,Nabiel Makarim,nabiel makarim,,https://en.wikipedia.org/wiki/Nabiel_Makarim,,
alumni-5c8ca308a2d9,Nabilah Lubis,nabilah lubis,,https://github.com/burhansa25/graph,,
alumni-e1cefcbf109c,Nadjmi Adhani,nadjmi adhani,,https://github.com/burhansa25/graph,,
alumni-ee7cb1be68b4,Nadjmi Adhani,nadjmi adhani,,https://github.com/burhansa25/graph,,
alumni-6146c837c907,Nana Riwayatie,nana riwayatie,,https://github.com/burhansa25/graph,,
alumni-eacebea3f5fe,Nani Soedarsono,nani soedarsono,,https://github.com/burhansa25/graph,,
alumni-2d3223ca8cc1,Ni Luh Djelantik,ni luh djelantik,,https://github.com/burhansa25/graph,,
alumni-ba855c60f126,Ni Made Ayu Marthini,ni made ayu marthini,,https://github.com/burhansa25/graph,,
alumni-d73643fe270d,Nia Kurniasih Ardikoesoema,nia kurniasih ardikoesoema,,https://github.com/burhansa25/graph,,
alumni-a657f35e1873,Nicke Widyawati,nicke widyawati,,https://github.com/burhansa25/graph,,
alumni-1d989a22494a,Nirwan Dewanto,nirwan dewanto,,https://github.com/burhansa25/graph,,
alumni-ae2d57188074,Norbaiti Isran Noor,norbaiti isran noor,,https://github.com/burhansa25/graph,,
alumni-c413fd6b1667,Norman Erikson Pasaribu,norman erikson pasaribu,,https://github.com/burhansa25/graph,,
alumni-55cc065fa82b,Nova Riyanti Yusuf,nova riyanti yusuf,,https://github.com/burhansa25/graph,,
alumni-8802a819fe7b,Nur Yasin,nur yasin,,https://github.com/burhansa25/graph,,
alumni-720db7c3d2a3,Nurdin Abdullah,nurdin abdullah,,https://github.com/burhansa25/graph,,
alumni-f20f8f1f4e72,Nurdin Halid,nurdin halid,,https://github.com/burhansa25/graph,,
alumni-784935df2900,Nurfitriyana Saiman,nurfitriyana saiman,,https://github.com/burhansa25/graph,,
alumni-3ac000487651,Nurhajizah Marpaung,nurhajizah marpaung,,https://github.com/burhansa25/graph,,
alumni-ef293ea12b61,Nurul Akmal,nurul akmal,,https://github.com/burhansa25/graph,,
alumni-eeda021ec9f4,Oetit Koswara,oetit koswara,,https://github.com/burhansa25/graph,,
alumni-beacabd37c90,Oka Rusmini,oka rusmini,,https://github.com/burhansa25/graph,,
alumni-732694165cc5,Okky Madasari,okky madasari,,https://github.com/burhansa25/graph,,
alumni-b30fb17bd55c,Omar Daniel (actor),omar daniel (actor),,https://github.com/burhansa25/graph,,
alumni-a87ff9eca408,Onesimus Sahuleka,onesimus sahuleka,,https://github.com/burhansa25/graph,,
alumni-613d6b2bd991,Onno W. Purbo,onno w. purbo,,https://github.com/burhansa25/graph,,
alumni-b82e97b15e83,Oscar Wambrauw,oscar wambrauw,,https://github.com/burhansa25/graph,,
alumni-5909f0fabfd5,Otong Kosasih,otong kosasih,,https://github.com/burhansa25/graph,,
alumni-b8bcef9f8338,Otto Hasibuan,otto hasibuan,,https://github.com/burhansa25/graph,,
alumni-e04b51e7ecf0,Ova Emilia,ova emilia,,https://github.com/burhansa25/graph,,
alumni-a7a7c8e40fdb,Pandji Pragiwaksono,pandji pragiwaksono,,https://github.com/burhansa25/graph,,
alumni-0175d039c625,Pantur Silaban,pantur silaban,,https://github.com/burhansa25/graph,,
alumni-0f9c245475f2,Paripurna P. Sugarda,paripurna p. sugarda,,https://github.com/burhansa25/graph,,
alumni-2ebfee5abad6,Patimah Moerwani,patimah moerwani,,https://github.com/burhansa25/graph,,
