alumniId,universityName
alumni-c048e2a934c0,Trisakti University
alumni-c0d7d15e2932,Institut Teknologi Bandung
alumni-c0eb3894ccb1,Diponegoro University
alumni-c1f40f6d514f,Institut Teknologi Sepuluh Nopember
alumni-c28c389960c4,Institut Teknologi Bandung
alumni-c29e224547cd,Airlangga University
alumni-c2a6a512739c,Institut Teknologi Bandung
alumni-c3c1a11c4100,Trisakti University
alumni-c3c9f5462a5b,Indonesian Military Academy
alumni-c3d71acbea39,Indonesian Military Academy
alumni-c413fd6b1667,Indonesian State College of Accountancy
alumni-c41f15068d7b,Universitas Gadjah Mada
alumni-c481ba26db5f,Mulawarman University
alumni-c531288c4534,BINUS University
alumni-c5efc3477d07,Syiah Kuala University
alumni-c5f05b6d63c0,Indonesian Naval Academy
alumni-c68e517a1091,Andalas University
alumni-c6f9134dcfac,Institut Teknologi Bandung
alumni-c7a57865672e,Airlangga University
alumni-c7d0ebc0cc7d,Universitas Trisakti
alumni-c83e90ad9df8,Universitas Gadjah Mada
alumni-c9d69ca3f66a,Indonesian Military Academy
alumni-c9d97a790d80,Indonesian Military Academy
alumni-c9e82fd4f471,Universitas Islam Negeri UIN Sunan Ampel Surabaya
alumni-ca041cf72424,Universitas Gadjah Mada
alumni-ca365abadf6f,State University of Jakarta
alumni-ca8c4caeb4e8,Sekolah Tinggi Akuntansi Negara
alumni-cab7b13890bb,Institut Teknologi Bandung
alumni-cab88d75da75,Universitas Gadjah Mada
alumni-cac3980fc5bd,Institut Teknologi Bandung
alumni-cb41f8d462ec,Universitas Indonesia
alumni-cbbf9146c5ed,Diponegoro University
alumni-cbc19d45af97,Universitas Negeri Malang
alumni-cd0197065b17,Airlangga University
alumni-cd0940255175,Institut Teknologi Bandung
alumni-cd63e37dc06d,Esa Unggul University
alumni-cdd01e9589d7,Universitas Indonesia
alumni-ce2103634e3f,Udayana University
alumni-ceb6a4e35f82,BINUS University
alumni-cfbc50783b40,Institut Teknologi Sepuluh Nopember
alumni-d00b8df441fd,Udayana University
alumni-d00d5a7c4bfc,State University of Jakarta
alumni-d00fc82a7163,Airlangga University
alumni-d034e6a02744,Institut Teknologi Bandung
alumni-d090b06d7604,Institut Teknologi Bandung
alumni-d118d7c689ee,Trisakti University
alumni-d137e73d8960,Institut Teknologi Bandung
alumni-d1866cc8e8a2,Institut Teknologi Bandung
alumni-d1e2cdba6470,Universitas Gadjah Mada
alumni-d1e581296ff2,Universitas Gadjah Mada
alumni-d20dc8f6cefd,Universitas Sam Ratulangi
alumni-d21a7700cb89,Institut Teknologi Bandung
alumni-d252e508ae37,Udayana University
alumni-d397624b65c0,Universitas Pendidikan Indonesia
alumni-d39a2086c8f9,Airlangga University
alumni-d40ffd691980,Indonesian Military Academy
alumni-d437340fdcd9,Universitas Indonesia
alumni-d4565e639e68,Universitas Nasional
alumni-d45e3c3e7954,Universitas Andalas
alumni-d46922f146a1,Universitas Padjadjaran
alumni-d4a0cec46a9c,Trisakti University
alumni-d51dd52d2bf6,Airlangga University
alumni-d57ec60a253a,Universitas Indonesia
alumni-d58639c8d09a,Parahyangan Catholic University
alumni-d6de3d8a94ad,Trisakti University
alumni-d72629d6500d,Universitas Negeri Jakarta
alumni-d73643fe270d,Institut Teknologi Bandung
alumni-d8467ca04365,Universitas Gadjah Mada
alumni-d8d085d7484a,Universitas Andalas
alumni-d94a874395bc,Institut Teknologi Bandung
alumni-d97153f6e050,Institut Teknologi Bandung
alumni-da73aebc9d8f,University of National Education
alumni-db4098f726a1,Udayana University
alumni-db8dd1e700c0,Soegijapranata Catholic University
alumni-dbe0c651ea02,Sam Ratulangi University
alumni-dc483a9939d8,Indonesian Military Academy
alumni-dc921b4e500c,IPB University
alumni-dcc275e60406,Institut Teknologi Bandung
alumni-dd6442fa6a23,Indonesia University of Education
alumni-dd6a147d343f,Universitas Padjadjaran
alumni-dd77ce54fc89,Universitas Islam Jakarta
alumni-dd8eef53b227,Universitas Gadjah Mada
alumni-ddeba69b2db9,Indonesian Military Academy
alumni-de62e7319cb0,National University (Indonesia)
alumni-ded2fdf05202,Institut Teknologi Bandung
alumni-df2303ca84dd,Airlangga University
alumni-dfb9681e4f69,Indonesian State College of Accountancy
alumni-dfcd33f765f4,IPB University
alumni-e020a3fe4b0f,State University of Medan
alumni-e02ad8633b13,Parahyangan Catholic University
alumni-e04b51e7ecf0,Universitas Gadjah Mada
alumni-e093772d72ed,Universitas Gadjah Mada
alumni-e11958ec3962,Universitas Gadjah Mada
alumni-e13357824b1f,Trisakti University
alumni-e149c5781c06,University of North Sumatra
alumni-e1760f31d147,Universitas Gadjah Mada
alumni-e1bf3538c919,Universitas Gadjah Mada
alumni-e1cefcbf109c,Universitas Gadjah Mada
alumni-e2061c074d23,Udayana University
alumni-e21b0da3d4f2,Sriwijaya University
alumni-e220ae4c892c,Indonesia Institute of the Arts Yogyakarta
alumni-e2468e9a404e,Indonesia Open University
alumni-e249de692b96,Udayana University
alumni-e26a490c67f2,Universitas Katolik Indonesia Atma Jaya
alumni-e28d3faf9988,Universitas Gadjah Mada
alumni-e3288d9098da,Universitas Gadjah Mada
alumni-e358079fbd96,Universitas Gadjah Mada
alumni-e3c6419fb334,Universitas Diponegoro
alumni-e40e0396b10c,Parahyangan Catholic University
alumni-e490345eba22,Airlangga University
alumni-e494e3b9cf4b,Universitas Gadjah Mada
alumni-e568b27b439e,Indonesian Military Academy
alumni-e6674530e4f3,Institut Teknologi Bandung
alumni-e76c11b4f57f,Universitas Surabaya
alumni-e78432095b66,Institut Teknologi Bandung
alumni-e834baf464cd,Trisakti University
alumni-e878e63a440c,Sunan Kalijaga State Islamic University
alumni-e8a21fe34b18,Parahyangan Catholic University
alumni-e8c8987de9f8,Universitas Gadjah Mada
alumni-e94a6db4f835,Trisakti University
alumni-e97fd17f1ecc,Bandung Islamic University
alumni-e9e7fc817f24,University of International Golden Indonesia
alumni-ea42add74aa9,Indonesian Military Academy
alumni-ea5758f9b5f1,Universitas Gadjah Mada
alumni-ea9b782ba17e,Universitas Gadjah Mada
alumni-eacebea3f5fe,Universitas Gadjah Mada
alumni-eae060c89b1b,Universitas Gadjah Mada
alumni-eb961865f756,Airlangga University
alumni-eca7029bca94,Universitas Gadjah Mada
alumni-ee7cb1be68b4,Diponegoro University
alumni-ee90213b5a24,Diponegoro University
alumni-eeda021ec9f4,IPB University
alumni-ef279d023d77,Geophysical Engineering Department of Unila
alumni-ef293ea12b61,University of Abulyatama
alumni-ef3e4f3d617c,Satya Wacana Christian University
alumni-ef48ed03c3e1,Indonesian Naval Academy
alumni-ef91e50be813,Universitas Gadjah Mada
alumni-ef9cbc0c5362,Universitas Islam Negeri Syarif Hidayatullah Jakarta
alumni-efe36937ad63,Institut Teknologi Bandung
alumni-f0acfb31a923,Indonesian State College of Accountancy
alumni-f129fb694ed6,Universitas Gadjah Mada
alumni-f15d6e3d8964,Institut Teknologi Bandung
alumni-f1c0d8562c5a,University of Riau
alumni-f20f8f1f4e72,State University of Makassar
alumni-f25e91de9b33,Lampung University
alumni-f2c7b065f2d9,Sam Ratulangi University
alumni-f2f5b6b0cb71,Trisakti University
alumni-f3860930d2b9,Universitas Indonesia
alumni-f39456476314,Universitas Gadjah Mada
alumni-f53ee9cdfe3d,Diponegoro University
alumni-f55cf27f4f5c,Universitas Gadjah Mada
alumni-f575ce582fb5,State University of Padang
alumni-f5c9a4765630,Sriwijaya University
alumni-f5fbe0fc78dd,Universitas Gadjah Mada
alumni-f60c57836921,Satya Wacana Christian University
alumni-f61d264c1eed,Universitas Gadjah Mada
alumni-f62dbfc7fa8a,Universitas Gadjah Mada
alumni-f714ac9ad39d,Universitas Gadjah Mada
alumni-f7157e869492,Hasanuddin University
alumni-f74cf8087d8f,Andalas University
alumni-f79ff110ab92,Institut Teknologi Bandung
alumni-f7aa33a3c218,Sam Ratulangi University
alumni-f7e3b2f5f0c8,Universitas Gadjah Mada
alumni-f7edd57aa14b,Sam Ratulangi University
alumni-f820b7822267,Universitas Gadjah Mada
alumni-f865feeac4bf,Brawijaya University
alumni-f8f6dad465e5,University of Bengkulu
alumni-f8f7aae5e898,Indonesia Open University
alumni-f92ea0df17ee,Jakarta Theological Seminary
alumni-f987b873f505,Universitas 17 Agustus 1945 Surabaya
alumni-f9ea926e1f4e,Universitas Indonesia
alumni-fa583082db24,IPB University
alumni-faa7f3320503,Christian University of Indonesia
alumni-faf7c0be1a74,Universitas Islam Negeri Syarif Hidayatullah Jakarta
alumni-fb15673ba669,Universitas Gadjah Mada
alumni-fb27c30908ec,Airlangga University
alumni-fb7c09c68dd3,Institut Teknologi Bandung
alumni-fba8dc6378fb,Indonesia University of Education
alumni-fc1d97f9c349,Universitas Airlangga
alumni-fc58a561cab7,Universitas Gadjah Mada
alumni-fc80f15e86a5,Hasanuddin University
alumni-fcea2d154a3d,Brawijaya University
alumni-fcee7cc50b68,Methodist University of Indonesia
alumni-fdc83d3ffb32,Bandung Islamic University
alumni-fdcbad7fe45b,Udayana University
alumni-fde1dd9256eb,Udayana University
alumni-fe0803a93d36,University of National Education
alumni-fea6fda58a6e,Hasanuddin University
alumni-fed3227f385f,Universitas Gadjah Mada
alumni-ff5d6c2946d7,Universitas Andalas
alumni-ff7530948a6c,Nommensen HKBP University
alumni-ff873f84e1a7,Indonesia Open University
alumni-ff8ad7eb6a36,Parahyangan Catholic University
alumni-ffe743089425,University of North Sumatra
