alumniId,occupationName
alumni-cfbc50783b40,pegawai negeri sipil
alumni-cfbc50783b40,politikus
alumni-d00b8df441fd,Indonesian People's Consultative Assembly Ambassador
alumni-d00b8df441fd,People's Consultative Assembly
alumni-d00b8df441fd,beauty pageant titleholder
alumni-d00b8df441fd,medical practitioner
alumni-d00b8df441fd,model
alumni-d00fc82a7163,Indonesian Minister for Energy and Mineral Resources
alumni-d090b06d7604,lektor
alumni-d090b06d7604,pegawai negeri sipil
alumni-d090b06d7604,peneliti
alumni-d1866cc8e8a2,lektor
alumni-d1866cc8e8a2,pegawai negeri sipil
alumni-d20dc8f6cefd,politikus
alumni-d21a7700cb89,Engineer
alumni-d21a7700cb89,bureaucrat
alumni-d397624b65c0,lektor
alumni-d397624b65c0,pegawai negeri sipil
alumni-d437340fdcd9,dosen
alumni-d437340fdcd9,metallurgist
alumni-d437340fdcd9,pegawai negeri sipil
alumni-d4565e639e68,dosen
alumni-d4565e639e68,politikus
alumni-d45e3c3e7954,agronom
alumni-d45e3c3e7954,dosen
alumni-d45e3c3e7954,politikus
alumni-d46922f146a1,pengusaha
alumni-d51dd52d2bf6,Civil servant
alumni-d57ec60a253a,diplomat
alumni-d57ec60a253a,dosen
alumni-d57ec60a253a,pengacara
alumni-d57ec60a253a,politikus
alumni-d58639c8d09a,Lawyer
alumni-d58639c8d09a,businessman
alumni-d58639c8d09a,presenter
alumni-d6de3d8a94ad,Actor
alumni-d6de3d8a94ad,Actress
alumni-d6de3d8a94ad,model
alumni-d6de3d8a94ad,presenter
alumni-d72629d6500d,dosen
alumni-d72629d6500d,pegawai negeri sipil
alumni-d8467ca04365,Composer
alumni-d8467ca04365,Diplomat
alumni-d8467ca04365,Indonesian Army
alumni-d8d085d7484a,ahli biologi
alumni-d8d085d7484a,dosen
alumni-d8d085d7484a,politikus
alumni-d94a874395bc,akademisi
alumni-d97153f6e050,Politician
alumni-d97153f6e050,engineer
alumni-da73aebc9d8f,Politician
alumni-db4098f726a1,Bureaucrat
alumni-db4098f726a1,Politician
alumni-dcc275e60406,Director
alumni-dcc275e60406,Film director
alumni-dcc275e60406,screenwriter
alumni-dd6442fa6a23,Activist
alumni-dd6442fa6a23,Content creator
alumni-dd6442fa6a23,Teacher
alumni-dd6a147d343f,pegawai negeri sipil
alumni-dd77ce54fc89,ulama
alumni-dd8eef53b227,Activist
alumni-dd8eef53b227,businessman
alumni-ded2fdf05202,akademisi
alumni-dfcd33f765f4,Economist
alumni-dfcd33f765f4,Lecturer
alumni-dfcd33f765f4,Politician
alumni-dfcd33f765f4,Writer
alumni-e02ad8633b13,Actress
alumni-e02ad8633b13,Radio personality
alumni-e02ad8633b13,radio personality
alumni-e02ad8633b13,singer
alumni-e04b51e7ecf0,Professor
alumni-e04b51e7ecf0,writer
alumni-e2061c074d23,Beauty pageant titleholders
alumni-e2061c074d23,doctor
alumni-e2061c074d23,fashion model
alumni-e2061c074d23,presenter
alumni-e220ae4c892c,Artist
alumni-e220ae4c892c,painter
alumni-e220ae4c892c,poet
alumni-e220ae4c892c,stage-designer
alumni-e220ae4c892c,theater-director
alumni-e220ae4c892c,writer
alumni-e249de692b96,Politician
alumni-e26a490c67f2,aktivis
alumni-e26a490c67f2,pembawa acara
alumni-e26a490c67f2,pemeran
alumni-e26a490c67f2,penulis
alumni-e28d3faf9988,Barrister
alumni-e28d3faf9988,International human rights law
alumni-e3c6419fb334,diplomat
alumni-e494e3b9cf4b,dosen
alumni-e494e3b9cf4b,pegawai negeri sipil
alumni-e494e3b9cf4b,peneliti
alumni-e76c11b4f57f,matematikawan
alumni-e78432095b66,ilmuwan komputer
alumni-e78432095b66,lektor
alumni-e78432095b66,pegawai negeri sipil
alumni-e94a6db4f835,Politician
alumni-e97fd17f1ecc,Politician
alumni-e9e7fc817f24,Academician
alumni-e9e7fc817f24,Engineer
alumni-e9e7fc817f24,Politician
alumni-e9e7fc817f24,Researcher
alumni-eca7029bca94,Lawyer
alumni-eca7029bca94,Politician
alumni-ef91e50be813,peneliti
alumni-ef9cbc0c5362,dosen
alumni-ef9cbc0c5362,politikus
alumni-efe36937ad63,Bureaucrat
alumni-efe36937ad63,Indonesian Army
alumni-efe36937ad63,Politician
alumni-f15d6e3d8964,Founder of AA GYM
alumni-f15d6e3d8964,Islamic preacher
alumni-f15d6e3d8964,author
alumni-f15d6e3d8964,entrepreneur
alumni-f15d6e3d8964,founder of the Da'arut Tauhiid Pondok Pesantren
alumni-f15d6e3d8964,singer
alumni-f20f8f1f4e72,Businessman and politician
alumni-f2f5b6b0cb71,Academic
alumni-f2f5b6b0cb71,Academic staff
alumni-f2f5b6b0cb71,Politician
alumni-f3860930d2b9,diplomat
alumni-f3860930d2b9,dosen
alumni-f3860930d2b9,politikus
alumni-f39456476314,Artist
alumni-f39456476314,Financial analyst
alumni-f39456476314,Gravure idol
alumni-f39456476314,Model (person)
alumni-f39456476314,Television presenter
alumni-f55cf27f4f5c,Public servant
alumni-f55cf27f4f5c,diplomat
alumni-f575ce582fb5,Lecturer
alumni-f5fbe0fc78dd,Politician
alumni-f5fbe0fc78dd,businessperson
alumni-f714ac9ad39d,Lecturer
alumni-f714ac9ad39d,writer
alumni-f7edd57aa14b,Politician
alumni-f820b7822267,Kompas
alumni-f820b7822267,President director and founder of kompas daily
alumni-f865feeac4bf,Executive Director of Indonesian Human Rights Monitor
alumni-f865feeac4bf,Lawyer
alumni-f92ea0df17ee,Novelist
alumni-f92ea0df17ee,Theologian
alumni-f987b873f505,manajer olahraga
alumni-f987b873f505,politikus
alumni-f9ea926e1f4e,diplomat
alumni-f9ea926e1f4e,pegawai negeri sipil
alumni-faf7c0be1a74,dosen
alumni-fb15673ba669,Politician
alumni-fb15673ba669,Ulama
alumni-fb7c09c68dd3,ahli biologi
alumni-fb7c09c68dd3,dosen
alumni-fb7c09c68dd3,politikus
alumni-fc1d97f9c349,diplomat
alumni-fc1d97f9c349,pegawai negeri sipil
alumni-fcee7cc50b68,doctor and politician
alumni-fdc83d3ffb32,Journalist
alumni-fdcbad7fe45b,Wikimedian
alumni-fdcbad7fe45b,Writer
alumni-fdcbad7fe45b,literature activist
alumni-fea6fda58a6e,Politician
alumni-ff5d6c2946d7,career diplomat
alumni-ff8ad7eb6a36,Politican
